 height   mass  gender
 154.32 :50.98 :Female
 151.11 :46.63 :Female
 157.40 :60.44 :Female
 157.44 :53.61 :Female
 160.25 :57.08 :Female
 153.47 :46.05 :Female
 152.66 :48.47 :Female
 166.03 :74.08 :Female
 162.37 :68.04 :Female
 163.66 :61.35 :Female
 156.72 :54.90 :Female
 172.56 :69.89 :Female
 152.78 :47.16 :Female
 172.10 :73.88 :Female
 176.08 :75.57 :Female
 175.22 :71.35 :Female
 169.20 :67.39 :Female
 160.26 :64.66 :Female
 160.15 :58.15 :Female
 154.04 :56.17 :Female
 168.87 :73.04 :Female
 160.23 :60.89 :Female
 161.94 :61.10 :Female
 169.66 :65.69 :Female
 159.92 :62.24 :Female
 167.92 :74.69 :Female
 154.50 :47.27 :Female
 159.40 :59.54 :Female
 156.06 :56.35 :Female
 157.78 :62.01 :Female
 147.54 :43.06 :Female
 154.14 :51.72 :Female
 158.47 :58.79 :Female
 168.11 :70.92 :Female
 156.65 :60.40 :Female
 154.79 :50.99 :Female
 166.05 :62.13 :Female
 158.31 :50.32 :Female
 156.68 :53.85 :Female
 162.43 :64.56 :Female
 167.39 :72.49 :Female
 151.33 :45.20 :Female
 160.13 :53.81 :Female
 166.85 :63.12 :Female
 164.22 :73.74 :Female
 168.24 :66.92 :Female
 169.39 :79.06 :Female
 156.83 :56.89 :Female
 163.43 :62.72 :Female
 162.52 :63.98 :Female
 153.25 :59.43 :Female
 165.79 :66.04 :Female
 164.87 :64.65 :Female
 158.10 :63.22 :Female
 150.72 :54.96 :Female
 159.94 :46.65 :Female
 162.99 :65.04 :Female
 160.52 :51.76 :Female
 163.62 :60.97 :Female
 156.20 :55.00 :Female
 174.08 :71.07 :Female
 156.53 :49.15 :Female
 167.49 :69.43 :Female
 150.48 :52.04 :Female
 162.45 :62.76 :Female
 163.08 :68.33 :Female
 150.91 :46.89 :Female
 168.92 :75.20 :Female
 170.15 :74.18 :Female
 154.88 :55.67 :Female
 167.18 :68.46 :Female
 162.20 :66.96 :Female
 170.47 :75.06 :Female
 167.26 :74.15 :Female
 169.29 :70.77 :Female
 154.82 :54.05 :Female
 166.14 :64.81 :Female
 161.07 :53.86 :Female
 162.23 :58.77 :Female
 155.43 :50.20 :Female
 164.13 :66.46 :Female
 158.46 :53.96 :Female
 179.49 :83.68 :Female
 160.68 :57.34 :Female
 169.90 :73.65 :Female
 167.84 :65.57 :Female
 149.85 :47.82 :Female
 164.90 :57.46 :Female
 165.88 :64.12 :Female
 167.92 :71.17 :Female
 175.58 :75.21 :Female
 156.98 :59.16 :Female
 169.01 :74.42 :Female
 166.40 :76.80 :Female
 162.54 :70.92 :Female
 150.86 :59.58 :Female
 155.91 :57.03 :Female
 162.30 :62.67 :Female
 157.41 :60.28 :Female
 160.65 :59.70 :Female
 176.39 :80.85 :Female
 161.68 :58.18 :Female
 155.46 :56.43 :Female
 157.45 :57.33 :Female
 152.96 :54.62 :Female
 163.00 :63.41 :Female
 161.81 :60.81 :Female
 165.77 :68.76 :Female
 161.21 :60.03 :Female
 159.34 :49.28 :Female
 157.53 :61.68 :Female
 156.40 :49.47 :Female
 164.00 :64.96 :Female
 156.09 :55.32 :Female
 161.48 :58.30 :Female
 155.15 :55.53 :Female
 164.28 :59.71 :Female
 166.50 :63.21 :Female
 154.39 :51.52 :Female
 162.08 :67.95 :Female
 165.00 :64.44 :Female
 152.89 :43.70 :Female
 156.24 :53.44 :Female
 169.43 :67.28 :Female
 157.77 :50.30 :Female
 169.97 :82.35 :Female
 168.50 :64.12 :Female
 148.82 :47.99 :Female
 165.95 :59.22 :Female
 160.16 :58.23 :Female
 157.30 :52.97 :Female
 164.91 :64.45 :Female
 173.46 :74.46 :Female
 159.23 :55.78 :Female
 159.21 :57.09 :Female
 168.45 :68.58 :Female
 165.28 :61.50 :Female
 158.58 :62.21 :Female
 163.03 :59.00 :Female
 168.99 :71.62 :Female
 157.94 :50.73 :Female
 156.59 :48.99 :Female
 164.64 :60.13 :Female
 155.99 :56.22 :Female
 165.83 :65.02 :Female
 170.97 :69.80 :Female
 168.50 :70.60 :Female
 158.19 :55.57 :Female
 159.87 :57.71 :Female
 155.14 :56.60 :Female
 165.73 :70.25 :Female
 172.68 :69.59 :Female
 153.60 :57.45 :Female
 164.46 :61.92 :Female
 160.57 :63.56 :Female
 171.16 :69.45 :Female
 156.52 :65.14 :Female
 167.55 :68.77 :Female
 158.60 :58.16 :Female
 168.62 :69.27 :Female
 155.39 :57.69 :Female
 155.53 :46.78 :Female
 159.64 :55.18 :Female
 160.90 :66.00 :Female
 163.65 :64.04 :Female
 173.37 :78.69 :Female
 165.74 :68.81 :Female
 172.79 :73.43 :Female
 163.03 :69.05 :Female
 172.98 :75.65 :Female
 158.42 :64.35 :Female
 164.30 :61.55 :Female
 164.03 :57.34 :Female
 171.16 :70.97 :Female
 163.17 :62.32 :Female
 159.20 :62.43 :Female
 168.99 :72.40 :Female
 152.59 :57.32 :Female
 175.73 :75.35 :Female
 158.52 :66.58 :Female
 160.89 :63.77 :Female
 163.82 :64.34 :Female
 160.33 :60.15 :Female
 163.12 :59.73 :Female
 149.99 :50.81 :Female
 168.02 :69.27 :Female
 160.11 :59.85 :Female
 159.45 :51.77 :Female
 158.68 :54.50 :Female
 167.32 :70.55 :Female
 168.16 :78.18 :Female
 161.09 :61.22 :Female
 164.93 :70.16 :Female
 165.77 :45.80 :Female
 166.04 :61.89 :Female
 166.05 :65.31 :Female
 158.16 :62.87 :Female
 168.37 :76.60 :Female
 173.75 :75.09 :Female
 163.90 :62.02 :Female
 147.97 :53.29 :Female
 155.76 :52.26 :Female
 163.32 :58.72 :Female
 162.03 :63.64 :Female
 164.41 :69.11 :Female
 171.99 :66.97 :Female
 158.80 :58.44 :Female
 167.53 :64.97 :Female
 161.84 :62.67 :Female
 161.81 :60.33 :Female
 158.93 :57.56 :Female
 164.73 :68.21 :Female
 162.59 :58.03 :Female
 157.01 :56.67 :Female
 158.84 :58.21 :Female
 171.80 :68.95 :Female
 174.52 :79.09 :Female
 170.53 :70.30 :Female
 169.90 :66.11 :Female
 153.98 :61.98 :Female
 153.46 :57.46 :Female
 169.94 :71.02 :Female
 159.00 :56.98 :Female
 163.58 :65.53 :Female
 158.40 :50.92 :Female
 157.96 :56.77 :Female
 165.71 :56.87 :Female
 157.84 :52.12 :Female
 183.55 :85.46 :Female
 153.92 :56.51 :Female
 158.16 :50.45 :Female
 148.08 :41.86 :Female
 163.49 :61.50 :Female
 159.17 :59.41 :Female
 171.26 :73.42 :Female
 172.28 :78.62 :Female
 149.52 :45.74 :Female
 157.65 :56.10 :Female
 162.82 :66.51 :Female
 153.01 :55.10 :Female
 158.02 :61.77 :Female
 165.82 :68.38 :Female
 172.65 :66.79 :Female
 172.01 :72.33 :Female
 162.87 :62.07 :Female
 160.27 :61.65 :Female
 166.90 :62.11 :Female
 165.43 :63.06 :Female
 157.60 :59.95 :Female
 161.61 :65.97 :Female
 155.11 :47.76 :Female
 175.27 :80.20 :Female
 159.84 :67.87 :Female
 160.07 :64.13 :Female
 153.56 :53.71 :Female
 164.77 :65.41 :Female
 169.30 :69.25 :Female
 152.51 :58.57 :Female
 160.98 :56.20 :Female
 161.20 :54.13 :Female
 157.46 :51.13 :Female
 175.89 :76.93 :Female
 159.10 :52.21 :Female
 167.06 :67.00 :Female
 175.01 :87.37 :Female
 161.71 :58.99 :Female
 164.11 :64.92 :Female
 156.29 :48.21 :Female
 159.32 :55.20 :Female
 168.45 :69.50 :Female
 170.33 :67.03 :Female
 152.76 :50.27 :Female
 168.02 :72.91 :Female
 163.35 :65.98 :Female
 155.20 :61.24 :Female
 161.13 :61.24 :Female
 172.67 :72.69 :Female
 150.08 :48.90 :Female
 170.43 :60.42 :Female
 162.22 :72.08 :Female
 171.07 :74.99 :Female
 165.12 :62.54 :Female
 157.43 :53.04 :Female
 153.80 :52.27 :Female
 168.26 :69.56 :Female
 169.44 :69.64 :Female
 146.94 :43.66 :Female
 152.25 :50.17 :Female
 156.89 :55.75 :Female
 171.21 :73.22 :Female
 161.96 :65.27 :Female
 165.83 :57.61 :Female
 157.43 :53.89 :Female
 179.40 :88.78 :Female
 158.31 :50.78 :Female
 177.68 :88.09 :Female
 181.04 :73.61 :Female
 164.13 :54.28 :Female
 176.45 :78.98 :Female
 154.32 :46.87 :Female
 173.67 :83.52 :Female
 157.60 :63.09 :Female
 161.00 :58.83 :Female
 171.35 :71.78 :Female
 155.14 :52.80 :Female
 164.23 :63.04 :Female
 159.07 :65.20 :Female
 147.86 :35.16 :Female
 160.15 :58.07 :Female
 161.63 :60.67 :Female
 169.82 :69.39 :Female
 157.37 :49.98 :Female
 167.93 :71.53 :Female
 159.60 :62.55 :Female
 161.37 :59.60 :Female
 164.31 :67.03 :Female
 163.93 :66.92 :Female
 174.04 :70.92 :Female
 154.60 :57.33 :Female
 155.05 :52.19 :Female
 160.24 :59.45 :Female
 156.24 :60.77 :Female
 174.99 :82.26 :Female
 163.47 :62.97 :Female
 155.42 :60.31 :Female
 161.41 :55.64 :Female
 166.69 :61.58 :Female
 168.70 :63.38 :Female
 166.16 :66.86 :Female
 164.73 :66.53 :Female
 155.83 :59.08 :Female
 166.01 :65.26 :Female
 165.72 :61.03 :Female
 170.78 :70.16 :Female
 159.68 :73.14 :Female
 160.65 :56.75 :Female
 164.67 :68.36 :Female
 152.41 :51.09 :Female
 153.63 :47.36 :Female
 155.51 :57.97 :Female
 170.38 :65.69 :Female
 172.50 :76.51 :Female
 167.34 :58.51 :Female
 156.23 :47.35 :Female
 156.57 :55.01 :Female
 157.25 :53.85 :Female
 153.98 :43.72 :Female
 153.83 :54.51 :Female
 157.22 :51.27 :Female
 172.07 :73.61 :Female
 158.91 :64.07 :Female
 160.73 :53.90 :Female
 157.14 :61.85 :Female
 156.29 :58.03 :Female
 159.20 :60.85 :Female
 149.93 :44.61 :Female
 160.46 :58.09 :Female
 150.69 :45.56 :Female
 169.74 :62.18 :Female
 163.33 :60.71 :Female
 161.47 :55.23 :Female
 165.47 :70.65 :Female
 170.94 :71.87 :Female
 159.55 :61.59 :Female
 155.13 :59.56 :Female
 156.39 :57.15 :Female
 167.98 :69.66 :Female
 147.69 :50.81 :Female
 149.28 :46.96 :Female
 159.58 :53.90 :Female
 157.99 :60.57 :Female
 155.79 :57.89 :Female
 156.75 :53.75 :Female
 155.05 :55.58 :Female
 152.09 :48.43 :Female
 142.51 :39.59 :Female
 149.77 :50.26 :Female
 159.08 :58.74 :Female
 152.19 :53.72 :Female
 167.73 :64.85 :Female
 150.48 :47.58 :Female
 160.89 :57.52 :Female
 173.22 :80.81 :Female
 159.57 :62.77 :Female
 169.35 :73.34 :Female
 168.51 :74.30 :Female
 159.30 :58.02 :Female
 159.71 :56.67 :Female
 173.08 :73.97 :Female
 156.33 :48.76 :Female
 162.54 :60.93 :Female
 174.58 :69.72 :Female
 159.02 :72.84 :Female
 162.50 :61.32 :Female
 162.43 :57.06 :Female
 154.89 :57.73 :Female
 161.34 :58.56 :Female
 165.40 :66.41 :Female
 164.34 :66.76 :Female
 151.07 :45.75 :Female
 159.59 :60.34 :Female
 160.76 :61.30 :Female
 163.17 :68.78 :Female
 163.70 :58.14 :Female
 162.28 :72.83 :Female
 171.00 :66.66 :Female
 168.26 :65.21 :Female
 169.20 :76.70 :Female
 160.67 :62.17 :Female
 163.58 :59.58 :Female
 156.94 :55.85 :Female
 159.31 :55.24 :Female
 172.76 :67.90 :Female
 157.88 :57.30 :Female
 173.05 :62.98 :Female
 164.89 :60.41 :Female
 163.64 :68.74 :Female
 167.05 :61.43 :Female
 160.57 :63.20 :Female
 159.34 :48.47 :Female
 149.76 :43.43 :Female
 161.63 :65.75 :Female
 158.28 :55.56 :Female
 145.13 :44.95 :Female
 162.20 :65.16 :Female
 156.90 :54.09 :Female
 172.50 :72.34 :Female
 156.93 :53.58 :Female
 157.34 :54.33 :Female
 156.94 :54.92 :Female
 155.70 :55.66 :Female
 155.51 :49.54 :Female
 160.45 :56.46 :Female
 165.40 :66.51 :Female
 162.07 :63.90 :Female
 153.13 :45.42 :Female
 167.14 :72.31 :Female
 159.11 :52.57 :Female
 166.42 :73.49 :Female
 154.74 :50.51 :Female
 151.00 :49.03 :Female
 158.54 :54.89 :Female
 165.26 :59.68 :Female
 163.47 :65.10 :Female
 159.26 :55.23 :Female
 163.14 :66.26 :Female
 155.34 :55.94 :Female
 162.60 :62.03 :Female
 163.11 :70.04 :Female
 156.29 :63.94 :Female
 146.59 :42.81 :Female
 178.87 :79.19 :Female
 175.66 :73.07 :Female
 164.50 :59.57 :Female
 157.72 :59.09 :Female
 171.27 :70.78 :Female
 169.83 :71.06 :Female
 157.04 :46.57 :Female
 172.16 :75.49 :Female
 165.87 :64.98 :Female
 166.43 :68.19 :Female
 162.18 :54.92 :Female
 154.10 :50.21 :Female
 157.79 :55.34 :Female
 153.45 :56.56 :Female
 164.02 :64.44 :Female
 152.85 :52.79 :Female
 162.10 :57.48 :Female
 159.07 :59.93 :Female
 149.73 :46.88 :Female
 157.66 :51.00 :Female
 153.55 :51.84 :Female
 163.80 :57.43 :Female
 166.67 :72.84 :Female
 169.84 :70.98 :Female
 178.72 :74.35 :Female
 152.98 :43.51 :Female
 160.80 :57.95 :Female
 151.35 :47.19 :Female
 165.92 :66.15 :Female
 157.39 :64.58 :Female
 156.55 :59.69 :Female
 152.96 :48.86 :Female
 158.61 :60.98 :Female
 156.05 :55.80 :Female
 165.18 :69.57 :Female
 169.76 :68.90 :Female
 155.65 :64.04 :Female
 158.15 :66.82 :Female
 161.77 :55.16 :Female
 155.52 :48.11 :Female
 150.49 :48.10 :Female
 165.30 :68.97 :Female
 160.87 :61.71 :Female
 165.43 :68.09 :Female
 168.57 :69.43 :Female
 151.45 :57.60 :Female
 169.53 :76.58 :Female
 169.08 :62.86 :Female
 165.59 :72.01 :Female
 161.86 :56.88 :Female
 164.19 :61.43 :Female
 173.28 :69.43 :Female
 154.34 :50.51 :Female
 165.30 :70.19 :Female
 151.83 :56.43 :Female
 170.20 :68.63 :Female
 181.74 :84.20 :Female
 166.63 :65.54 :Female
 171.99 :74.07 :Female
 160.56 :64.66 :Female
 155.59 :52.56 :Female
 166.72 :62.26 :Female
 150.49 :50.15 :Female
 160.69 :64.25 :Female
 160.74 :53.97 :Female
 168.93 :69.13 :Female
 169.76 :73.01 :Female
 153.83 :52.73 :Female
 163.78 :68.88 :Female
 161.88 :70.14 :Female
 173.09 :69.13 :Female
 166.07 :63.53 :Female
 160.92 :54.26 :Female
 161.51 :58.27 :Female
 169.01 :73.08 :Female
 169.28 :69.19 :Female
 158.60 :57.38 :Female
 151.35 :52.25 :Female
 157.62 :55.63 :Female
 172.72 :73.16 :Female
 164.17 :72.61 :Female
 152.77 :54.82 :Female
 156.21 :55.35 :Female
 153.58 :51.18 :Female
 156.18 :62.17 :Female
 166.45 :67.14 :Female
 146.91 :47.95 :Female
 165.20 :60.90 :Female
 163.02 :67.09 :Female
 161.11 :62.67 :Female
 158.73 :63.77 :Female
 171.16 :76.25 :Female
 164.50 :60.43 :Female
 161.50 :62.69 :Female
 162.05 :62.34 :Female
 154.88 :54.72 :Female
 156.81 :50.12 :Female
 163.05 :55.28 :Female
 153.80 :50.02 :Female
 170.64 :74.73 :Female
 167.32 :63.95 :Female
 153.25 :37.28 :Female
 150.18 :41.05 :Female
 173.20 :80.53 :Female
 159.06 :48.07 :Female
 164.50 :64.52 :Female
 161.84 :62.58 :Female
 159.48 :54.25 :Female
 168.51 :70.85 :Female
 164.71 :72.91 :Female
 167.02 :62.35 :Female
 168.42 :70.25 :Female
 163.16 :66.76 :Female
 160.29 :60.38 :Female
 159.46 :66.12 :Female
 161.22 :70.52 :Female
 169.54 :75.68 :Female
 168.98 :67.91 :Female
 164.95 :61.40 :Female
 163.21 :65.02 :Female
 166.73 :72.17 :Female
 169.32 :72.33 :Female
 152.93 :50.36 :Female
 163.96 :62.50 :Female
 166.43 :74.61 :Female
 162.98 :55.97 :Female
 161.10 :69.47 :Female
 174.18 :69.53 :Female
 171.35 :79.50 :Female
 166.59 :71.27 :Female
 171.15 :73.01 :Female
 165.86 :64.64 :Female
 174.49 :77.96 :Female
 159.72 :53.23 :Female
 163.84 :60.79 :Female
 170.51 :60.90 :Female
 162.29 :61.52 :Female
 162.43 :62.98 :Female
 155.53 :53.13 :Female
 158.41 :62.88 :Female
 162.26 :62.21 :Female
 170.84 :68.59 :Female
 157.43 :51.69 :Female
 157.32 :54.96 :Female
 165.41 :74.35 :Female
 152.27 :50.45 :Female
 149.02 :44.68 :Female
 156.10 :59.73 :Female
 168.50 :73.01 :Female
 171.66 :71.08 :Female
 167.93 :72.28 :Female
 159.35 :62.70 :Female
 159.35 :51.19 :Female
 153.91 :53.86 :Female
 163.23 :66.85 :Female
 161.52 :63.35 :Female
 153.73 :51.37 :Female
 166.75 :66.82 :Female
 163.50 :63.29 :Female
 172.96 :64.05 :Female
 155.96 :56.23 :Female
 161.68 :67.23 :Female
 142.66 :35.33 :Female
 154.58 :45.88 :Female
 166.35 :61.18 :Female
 152.63 :53.47 :Female
 165.50 :67.28 :Female
 153.87 :46.34 :Female
 152.01 :50.86 :Female
 152.85 :44.11 :Female
 162.07 :63.31 :Female
 165.51 :65.96 :Female
 155.53 :53.00 :Female
 168.29 :67.31 :Female
 158.24 :63.04 :Female
 171.05 :65.73 :Female
 163.79 :59.78 :Female
 166.14 :68.72 :Female
 160.83 :60.27 :Female
 177.80 :81.06 :Female
 154.38 :51.65 :Female
 159.29 :56.54 :Female
 162.72 :61.96 :Female
 170.84 :70.12 :Female
 158.06 :54.85 :Female
 150.43 :59.48 :Female
 148.26 :51.65 :Female
 152.34 :50.25 :Female
 158.07 :59.81 :Female
 155.97 :55.79 :Female
 169.40 :69.64 :Female
 154.51 :52.72 :Female
 166.71 :72.15 :Female
 152.89 :52.17 :Female
 167.89 :59.53 :Female
 163.59 :58.02 :Female
 164.83 :58.56 :Female
 162.21 :58.18 :Female
 155.49 :56.47 :Female
 177.80 :80.19 :Female
 163.80 :59.25 :Female
 170.15 :70.86 :Female
 148.08 :43.14 :Female
 163.46 :70.01 :Female
 171.22 :74.19 :Female
 170.02 :64.75 :Female
 154.26 :54.41 :Female
 165.60 :60.32 :Female
 152.29 :54.37 :Female
 166.98 :74.90 :Female
 160.46 :61.19 :Female
 155.99 :59.66 :Female
 157.36 :63.26 :Female
 164.43 :62.48 :Female
 145.37 :45.07 :Female
 167.64 :70.34 :Female
 167.73 :68.88 :Female
 167.96 :73.80 :Female
 152.08 :48.82 :Female
 163.22 :55.75 :Female
 163.89 :66.49 :Female
 178.81 :75.98 :Female
 171.92 :68.61 :Female
 154.89 :49.19 :Female
 165.00 :51.58 :Female
 159.58 :58.63 :Female
 160.49 :57.68 :Female
 164.96 :61.98 :Female
 159.22 :56.44 :Female
 164.66 :68.97 :Female
 161.90 :60.82 :Female
 177.35 :79.21 :Female
 160.87 :57.46 :Female
 167.13 :64.47 :Female
 157.07 :62.03 :Female
 151.25 :53.90 :Female
 157.80 :51.77 :Female
 165.93 :66.00 :Female
 169.20 :70.70 :Female
 161.89 :66.65 :Female
 152.82 :54.53 :Female
 166.86 :68.93 :Female
 163.55 :62.80 :Female
 165.97 :58.16 :Female
 168.36 :70.24 :Female
 162.92 :60.98 :Female
 164.82 :60.90 :Female
 164.34 :66.40 :Female
 152.17 :42.89 :Female
 158.58 :56.37 :Female
 164.52 :65.05 :Female
 159.78 :47.19 :Female
 158.15 :56.25 :Female
 167.74 :64.74 :Female
 175.80 :66.69 :Female
 155.75 :48.74 :Female
 152.61 :56.13 :Female
 175.22 :69.37 :Female
 156.95 :48.73 :Female
 159.79 :64.04 :Female
 164.08 :59.25 :Female
 153.72 :63.38 :Female
 169.99 :70.64 :Female
 160.19 :60.62 :Female
 166.45 :54.81 :Female
 165.15 :66.71 :Female
 153.29 :49.11 :Female
 168.07 :70.07 :Female
 172.95 :73.27 :Female
 162.03 :69.94 :Female
 157.21 :58.76 :Female
 166.92 :71.52 :Female
 164.95 :64.19 :Female
 158.91 :56.03 :Female
 162.74 :75.54 :Female
 164.20 :64.86 :Female
 158.20 :60.13 :Female
 172.90 :74.54 :Female
 152.40 :43.37 :Female
 156.70 :53.61 :Female
 177.30 :78.92 :Female
 161.49 :57.38 :Female
 161.30 :69.25 :Female
 158.75 :60.12 :Female
 150.90 :45.90 :Female
 153.86 :45.03 :Female
 170.32 :72.99 :Female
 163.24 :67.23 :Female
 167.99 :68.85 :Female
 163.35 :62.96 :Female
 159.60 :60.05 :Female
 154.22 :56.43 :Female
 165.83 :63.52 :Female
 157.00 :62.28 :Female
 154.89 :59.96 :Female
 166.10 :66.31 :Female
 165.78 :74.40 :Female
 165.42 :64.57 :Female
 161.29 :56.05 :Female
 160.04 :57.84 :Female
 157.10 :55.52 :Female
 155.15 :64.17 :Female
 168.69 :76.07 :Female
 177.11 :85.16 :Female
 171.27 :67.40 :Female
 163.71 :61.02 :Female
 163.93 :63.99 :Female
 153.55 :55.40 :Female
 164.67 :71.18 :Female
 162.95 :60.59 :Female
 176.81 :76.07 :Female
 154.28 :53.70 :Female
 166.43 :65.52 :Female
 167.95 :65.73 :Female
 155.15 :53.51 :Female
 161.78 :62.08 :Female
 162.52 :64.16 :Female
 169.52 :67.37 :Female
 162.86 :64.42 :Female
 164.52 :64.78 :Female
 159.52 :58.57 :Female
 163.85 :61.22 :Female
 162.94 :67.41 :Female
 153.21 :52.05 :Female
 157.96 :56.51 :Female
 169.96 :76.49 :Female
 162.42 :61.24 :Female
 164.57 :64.64 :Female
 165.13 :61.01 :Female
 164.63 :61.66 :Female
 164.81 :69.33 :Female
 160.35 :64.36 :Female
 165.94 :65.67 :Female
 158.18 :66.21 :Female
 155.33 :52.27 :Female
 160.88 :65.17 :Female
 156.32 :53.53 :Female
 164.18 :60.49 :Female
 170.99 :69.62 :Female
 166.77 :63.25 :Female
 168.71 :65.25 :Female
 160.64 :54.88 :Female
 162.75 :56.93 :Female
 158.23 :60.33 :Female
 156.52 :49.34 :Female
 161.39 :59.08 :Female
 159.04 :53.26 :Female
 158.02 :61.84 :Female
 151.22 :51.77 :Female
 160.56 :57.15 :Female
 163.39 :70.54 :Female
 174.44 :74.33 :Female
 164.06 :68.12 :Female
 161.49 :54.73 :Female
 154.69 :53.14 :Female
 162.56 :67.74 :Female
 166.89 :67.90 :Female
 162.67 :64.35 :Female
 149.24 :50.64 :Female
 152.13 :52.95 :Female
 169.06 :73.78 :Female
 156.62 :55.65 :Female
 157.82 :60.01 :Female
 155.75 :44.04 :Female
 178.25 :82.60 :Female
 157.88 :58.48 :Female
 165.42 :63.66 :Female
 162.97 :71.61 :Female
 151.25 :48.91 :Female
 149.85 :48.91 :Female
 168.09 :68.86 :Female
 161.68 :57.98 :Female
 157.52 :60.61 :Female
 161.84 :65.20 :Female
 167.92 :63.15 :Female
 165.38 :62.10 :Female
 147.80 :47.38 :Female
 158.26 :54.73 :Female
 162.12 :60.88 :Female
 162.53 :66.35 :Female
 157.00 :60.10 :Female
 165.22 :63.87 :Female
 170.05 :70.20 :Female
 173.52 :72.76 :Female
 165.35 :69.12 :Female
 180.52 :82.58 :Female
 175.62 :84.72 :Female
 158.04 :58.96 :Female
 159.62 :58.62 :Female
 170.75 :71.89 :Female
 153.09 :55.17 :Female
 159.90 :64.36 :Female
 175.26 :81.47 :Female
 161.30 :58.65 :Female
 158.89 :59.87 :Female
 162.42 :62.51 :Female
 170.24 :72.22 :Female
 164.29 :68.82 :Female
 152.49 :51.23 :Female
 151.04 :50.66 :Female
 171.55 :62.82 :Female
 156.90 :50.91 :Female
 161.41 :61.59 :Female
 167.03 :77.49 :Female
 175.72 :74.95 :Female
 164.59 :65.23 :Female
 170.69 :72.97 :Female
 156.52 :51.04 :Female
 167.68 :73.06 :Female
 155.79 :52.03 :Female
 156.49 :50.83 :Female
 168.22 :70.82 :Female
 157.97 :59.89 :Female
 162.95 :68.61 :Female
 149.59 :47.36 :Female
 163.32 :67.66 :Female
 171.59 :77.49 :Female
 155.93 :63.09 :Female
